T_i  B_i
121,157
395,490
260,429
364,474
942,656
123,5
964,533
937,26
263,920
647,663
90,62
617,223
98,140
708,219
157,115
5,120
106,704
831,86
908,379
568,146
862,653
302,182
728,376
269,608
439,104
268,443
701,502
934,785
604,973
880,906
628,100
829,34
917,680
438,376
65,935
646,689
510,427
829,65
450,715
917,695
307,317
224,387
481,218
835,992
224,608
146,657
489,645
206,990
712,15
60,880
386,723
8,165
548,341
554,562
910,1
368,488
372,363
403,179
288,766
759,450
865,848
659,774
5,255
874,11
48,560
988,44
507,601
768,142
807,278
746,122
771,35
707,361
419,204
99,46
975,373
829,323
95,625
695,500
532,138
746,738
84,432
794,502
538,245
38,959
276,125
41,520
615,945
200,9
816,544
960,829
736,709
993,615
791,78
855,662
15,88
673,574
150,766
944,738
723,452
202,51
847,106
545,707
227,61
821,706
488,164
982,140
822,659
667,318
492,768
553,361
541,564
540,73
543,865
212,47
332,630
387,303
412,675
466,898
648,896
335,530
468,303
77,218
597,252
230,459
174,69
197,378
67,307
933,364
129,611
709,582
738,183
214,316
115,600
411,606
694,82
525,754
136,957
510,843
338,100
160,128
697,211
762,10
793,286
856,870
35,250
53,690
919,982
486,683
94,45
947,539
590,955
986,717
549,376
312,504
616,813
254,311
364,744
103,824
699,701
489,82
73,551
411,160
979,281
448,626
672,139
894,299
13,287
433,415
396,794
539,602
568,703
104,793
255,129
413,499
687,809
110,230
382,544
6,370
615,338
722,902
826,813
405,450
360,813
789,211
918,196
77,261
583,359
33,473
588,903
10,273
922,527
26,970
498,145
666,584
642,952
727,285
584,482
735,585
174,804
736,679
767,767
733,42
404,345
286,1
274,306
359,150
239,260
122,860
800,260
999,939
307,125
216,899
552,833
744,812
373,378
844,612
384,20
49,577
766,166
124,240
898,47
62,362
997,491
286,453
278,201
368,233
344,304
340,643
519,670
615,412
228,482
692,214
385,699
733,326
180,404
631,145
574,375
379,767
635,689
80,651
584,879
314,927
529,324
13,987
362,926
363,817
476,791
621,920
792,612
12,742
218,660
537,766
2,701
585,666
897,689
418,720
678,568
777,49
739,359
843,29
559,101
691,447
313,325
839,82
311,237
924,544
90,882
28,935
254,505
55,697
170,500
573,955
355,672
762,399
939,796
303,886
382,981
306,410
470,942
729,263
487,371
863,729
562,736
854,506
834,179
999,603
133,578
158,36
498,106
714,171
126,863
460,467
696,821
369,510
28,896
694,130
974,636
259,754
627,210
456,125
658,807
377,638
911,366
990,726
783,594
979,698
710,985
797,554
562,226
694,376
845,19
306,396
446,631
121,551
188,314
698,803
754,477
346,890
786,996
713,483
51,838
811,871
898,804
729,280
143,758
567,488
654,44
506,62
549,71
682,190
944,321
233,342
287,754
133,410
55,213
142,269
908,530
656,23
582,461
394,114
599,101
519,841
888,90
708,185
396,370
724,494
985,987
436,467
720,697
672,123
173,411
905,327
88,722
78,31
523,129
302,463
911,116
58,810
580,616
527,87
314,102
77,343
598,746
759,714
319,45
429,443
908,683
806,623
87,120
431,604
560,136
129,959
263,620
927,794
720,417
300,430
482,650
41,486
236,206
612,114
904,958
708,365
228,367
607,926
3,11
355,470
438,682
477,470
253,673
256,333
851,318
382,423
450,123
382,552
414,271
63,324
625,110
430,24
295,263
925,269
627,443
274,499
574,160
727,41
798,324
944,153
134,273
171,187
715,874
5,297
160,915
728,388
48,842
99,534
356,493
186,389
899,57
889,414
153,547
216,684
885,489
420,597
992,779
915,143
589,547
372,171
100,893
947,957
359,881
964,792
36,201
96,638
418,150
309,363
37,615
810,326
987,558
161,985
976,999
824,96
36,442
858,483
83,445
973,842
350,320
842,600
214,88
91,819
726,9
923,747
617,901
430,989
595,804
895,496
321,293
762,570
838,681
374,976
76,745
131,20
25,449
650,556
188,375
3,3
531,149
484,722
759,791
218,831
926,705
728,63
331,205
568,507
479,667
84,55
540,798
565,183
947,936
23,626
306,365
418,982
862,882
435,365
459,403
9,577
487,708
969,139
792,70
291,936
240,808
517,10
976,453
946,403
775,511
360,825
149,324
851,410
25,398
766,927
256,793
275,233
245,987
319,903
70,496
826,229
768,740
947,180
764,719
392,250
443,203
469,110
15,287
346,586
153,880
492,555
268,976
185,50
37,597
141,461
124,79
346,568
313,797
991,374
607,113
300,731
550,922
390,391
7,518
745,642
30,177
884,301
68,463
276,320
631,670
660,956
986,970
536,353
21,338
959,805
561,441
653,779
50,887
267,634
459,76
338,769
791,58
277,687
651,792
803,46
310,317
574,331
532,504
255,206
509,856
248,170
963,626
596,996
150,444
710,196
806,952
369,821
490,83
938,400
975,560
553,890
7,73
970,984
477,289
504,212
218,305
748,542
132,79
588,847
662,973
195,602
668,521
368,582
281,287
386,144
970,433
469,25
787,81
5,508
370,358
515,904
839,51
650,889
781,552
773,826
182,47
267,756
269,284
669,400
400,400
693,234
875,494
948,363
939,751
391,802
436,669
477,278
398,859
433,996
533,350
984,518
223,246
470,797
673,896
543,614
345,106
459,840
306,700
972,190
586,660
94,517
345,937
678,123
274,837
816,190
453,534
576,820
926,828
871,339
806,115
553,631
14,862
974,284
603,971
894,25
12,390
537,785
878,899
679,360
321,806
930,952
736,917
430,184
526,967
31,959
427,881
287,421
363,559
435,290
903,913
718,833
476,756
694,776
9,822
492,556
803,389
519,415
701,630
102,177
290,681
712,96
21,8
614,769
474,647
638,443
523,218
464,217
693,235
131,784
791,255
464,81
790,480
845,245
284,614
204,862
43,186
648,23
552,811
912,527
986,635
607,1
727,429
245,916
453,689
954,239
808,225
572,923
18,442
396,603
146,455
186,413
678,981
913,844
474,107
12,24
995,79
674,283
468,470
739,447
858,100
406,674
524,337
419,406
76,917
525,666
470,181
781,841
529,392
547,353
623,883
922,259
834,678
563,128
453,874
439,285
395,103
388,760
867,288
710,790
778,283
600,120
405,732
103,111
847,484
625,298
14,881
523,630
896,852
538,29
175,401
959,657
524,646
772,872
988,394
363,15
811,976
584,928
